adj_em_diff,adj_o_edge_a,adj_o_edge_b,tempo_diff,seed_diff,sos_diff,luck_diff,off_efg_diff,def_efg_diff,off_to_diff,off_orb_diff,fg3_pct_diff,ft_pct_diff,experience_diff,avg_hgt_diff,bench_diff,continuity_diff,stl_rate_diff,block_pct_diff,ast_rate_diff,team_a_won,season
1.9273,2.4150000000000063,-3.5919999999999987,-0.1483000000000061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-2.466799999999999,-9.009999999999991,-7.097999999999999,-1.8094999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-12.3994,8.562700000000007,-11.99690000000001,-0.390900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
8.0221,-10.932000000000002,8.264300000000006,-0.4409999999999954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-10.7926,-1.6940000000000026,0.35200000000000387,7.763199999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-9.6156,-10.395300000000006,-4.835000000000008,1.5490999999999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
3.7834999999999996,3.0060000000000002,2.2040000000000077,-3.7024000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-11.6171,0.5460000000000065,-5.918999999999997,3.5407999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-8.739600000000001,26.023200000000003,8.611000000000004,-0.1687999999999974,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-17.953400000000002,7.091800000000006,22.594899999999996,-2.8622999999999976,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
9.025299999999998,21.002499999999998,13.000399999999999,-2.368400000000001,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-1.7621000000000002,21.9003,14.480800000000002,2.8501000000000047,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-17.114200000000004,13.23790000000001,12.709999999999994,5.499699999999997,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-4.0479,15.244700000000009,18.3052,3.3619999999999948,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-17.149299999999997,16.25460000000001,12.465999999999994,6.032000000000011,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-6.573200000000002,18.8057,12.844799999999992,1.1950000000000003,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-25.6474,1.5690999999999917,20.08,-0.918600000000005,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-5.237499999999999,23.426500000000004,2.953000000000003,-0.8316999999999979,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-5.795600000000002,16.5137,14.441999999999993,-6.946499999999993,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
0.4526999999999983,14.898300000000006,15.467099999999988,0.39979999999999905,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-24.8768,12.719300000000004,12.86,0.11139999999998906,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-20.9953,18.005700000000004,22.085899999999995,0.5339000000000027,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-9.191400000000002,23.516899999999993,6.945999999999998,2.5564999999999998,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-18.4134,9.7577,23.581999999999994,-0.8322000000000003,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-4.696299999999999,8.022999999999996,23.016599999999997,3.546599999999998,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-1.5175000000000018,17.21249999999999,16.3694,0.5260000000000105,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-30.941499999999998,21.262900000000002,8.704999999999998,0.08599999999999852,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
7.552,19.490700000000004,16.412599999999998,-8.258499999999998,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-22.3782,16.762599999999992,11.694000000000003,-2.2948999999999984,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
0.8973000000000013,22.813100000000006,19.348600000000005,2.436300000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-0.6584000000000003,13.906899999999993,15.282399999999996,-2.0767000000000024,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-3.671800000000001,20.8613,12.243499999999997,-6.134500000000003,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-25.767799999999998,11.315299999999993,13.277000000000001,-4.715900000000005,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-9.9387,23.191000000000003,8.311999999999998,-7.7819,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-31.9146,9.491,10.475999999999999,6.303000000000004,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-6.5413,12.915199999999999,22.415300000000002,-0.8998999999999953,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-12.6753,11.480699999999999,17.78689999999999,-7.76850000000001,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-12.9472,10.100399999999993,21.5377,-1.542599999999993,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-7.1624,-2.9980000000000047,6.423000000000002,-3.5037999999999982,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
10.2612,1.1290000000000049,-4.509,-5.009999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-6.484200000000001,27.853499999999997,21.65939999999999,1.233700000000006,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-14.735300000000002,17.069699999999997,29.2825,-1.9271999999999991,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-8.691899999999999,10.875099999999989,27.72930000000001,5.541000000000004,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-7.246900000000002,26.771900000000002,5.634999999999991,0.21400000000000574,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-8.583900000000002,20.46690000000001,14.010999999999996,4.111000000000004,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-5.0213,21.436800000000005,21.181700000000006,5.054500000000004,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-5.625499999999999,16.9786,23.2658,-0.3994999999999891,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-6.116199999999999,19.4413,24.898700000000005,-2.4772000000000034,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
5.725900000000001,10.03540000000001,14.104100000000003,6.533500000000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
8.8228,-3.1979999999999933,-0.11299999999999955,-7.536999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-2.1122,-2.274000000000001,9.740300000000005,-0.5923000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
5.9300999999999995,-3.5330000000000013,3.847999999999999,-3.1485000000000056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-0.014299999999999535,-3.1229000000000013,12.102699999999999,3.1758000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-1.9115000000000002,-0.945999999999998,1.7099999999999937,0.8234999999999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-9.384900000000002,18.884599999999992,22.565399999999997,-1.6282999999999959,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-4.244399999999999,24.390299999999996,21.726200000000006,0.9945999999999913,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-2.5828999999999986,15.7457,23.6143,-1.0472000000000037,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-14.264299999999999,15.35759999999999,13.832999999999998,1.8885999999999967,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-11.5105,15.562399999999997,17.512,-6.939699999999995,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-6.899000000000001,17.75,24.884,-2.7546999999999997,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-11.017,23.719799999999992,17.144899999999993,8.277400000000007,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-9.8228,28.827900000000014,22.259100000000004,1.445999999999998,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-0.7651000000000003,13.1156,13.108900000000006,2.856899999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-2.3674999999999997,13.506500000000003,11.344999999999999,-1.8075000000000045,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-0.14889999999999937,7.940999999999988,14.11,-2.0449999999999946,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-3.0848999999999993,16.257400000000004,12.721999999999994,-1.4066000000000045,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-5.9526,21.8438,19.843999999999994,-1.6105000000000018,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-5.7059,29.5985,20.692399999999992,7.153700000000001,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-10.627299999999998,24.292900000000003,25.9889,-0.31050000000000466,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
3.667,2.8689999999999998,0.34600000000000364,-2.154900000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-1.9206000000000003,15.784099999999995,29.5916,0.3725999999999985,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-1.8591999999999977,15.549700000000001,24.533699999999996,-7.067600000000006,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-9.607800000000001,27.792699999999996,23.687200000000004,-2.9301999999999992,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-3.005700000000001,30.458799999999997,18.416600000000003,4.938399999999994,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-15.0511,25.1045,15.840999999999994,2.3651000000000053,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-6.634499999999999,35.88590000000001,18.388800000000003,-0.35960000000000036,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-3.822899999999997,16.300600000000003,25.7457,-1.117299999999993,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-2.712299999999999,16.962099999999992,27.622200000000007,2.8950999999999922,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-8.886399999999998,22.778499999999994,24.331699999999998,1.9130000000000038,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
-2.8842999999999996,19.497799999999998,25.258200000000002,1.8109999999999928,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2014
5.9644,7.282000000000011,-4.420999999999992,0.5574999999999903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
1.8236999999999988,24.0937,15.9542,1.1583999999999932,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014
-6.000299999999999,2.7379999999999995,-1.320999999999998,1.3481999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-2.9882,0.20899999999998897,-3.0330000000000013,0.8566000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-6.4673,-11.039500000000004,6.034999999999997,-3.6197000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2015
-2.9227999999999996,-1.5040000000000049,3.855000000000004,3.591000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-9.2573,-5.145200000000003,-2.6189999999999998,1.3910000000000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2015
3.3476999999999997,19.198999999999998,13.028999999999996,4.150500000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
1.3381000000000007,2.7510000000000048,16.642700000000005,1.1725999999999956,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2015
-8.760200000000001,5.405599999999993,14.495199999999997,-2.6495000000000033,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-5.8213,21.3168,-3.2680000000000007,4.0338999999999885,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
0.14080000000000048,16.0146,1.7249999999999943,-3.2006000000000014,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-4.3252,19.5719,-5.14800000000001,0.2068000000000012,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-13.1098,9.7239,3.6559999999999917,-1.6825000000000045,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-2.6501,1.0010000000000048,15.980900000000005,-1.8725000000000023,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-1.0328000000000017,15.098000000000013,8.96589999999999,-2.7368000000000023,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2015
-7.594499999999999,12.37039999999999,7.908000000000001,-1.701199999999993,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
2.5125,-7.945000000000007,3.7590000000000003,-11.594299999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2015
-19.2557,7.342999999999989,21.561999999999998,-0.23089999999999833,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-20.2206,7.478999999999999,18.38600000000001,-4.886200000000002,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2015
-13.5872,17.80590000000001,15.576999999999998,1.8872999999999962,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2015
-36.1851,17.129999999999995,11.305000000000007,-2.683800000000005,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
0.5077999999999996,21.96839999999999,17.785799999999995,-1.3220000000000027,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-3.417600000000002,16.363299999999995,15.309399999999997,2.5707000000000093,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2015
-4.207799999999999,17.962900000000005,15.125,0.4702999999999946,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
4.6953,21.003500000000003,16.310699999999997,-1.1829000000000036,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2015
-32.6964,21.17819999999999,8.019000000000005,0.4701000000000022,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-0.2845000000000013,16.75710000000001,11.470600000000005,4.7905000000000015,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-15.044400000000001,9.55850000000001,22.987899999999996,-7.8799999999999955,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-12.894300000000001,24.961799999999997,15.945000000000007,4.845800000000004,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-1.420300000000001,10.124499999999998,19.1896,5.241500000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-10.697,7.331400000000002,16.166700000000006,-8.771900000000002,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-45.7935,12.526899999999998,16.245000000000005,6.440500000000007,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-16.6136,18.545199999999994,3.9650000000000034,4.198599999999999,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-2.2912999999999997,6.548000000000002,-1.4209999999999923,-1.3376999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-16.744500000000002,16.28460000000001,14.464099999999988,-3.6836999999999946,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-5.6789999999999985,14.759500000000003,21.712400000000002,0.8035999999999959,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-14.5566,10.245199999999997,17.0801,0.6291999999999973,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-6.434500000000002,16.87190000000001,14.235299999999995,0.4701999999999913,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-7.8567,25.977099999999993,9.471999999999994,4.593500000000006,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-29.3977,24.6815,7.692000000000007,9.035600000000002,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-13.571,17.630200000000002,9.643200000000007,-1.4129000000000005,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
-5.229500000000002,11.682100000000005,15.486900000000006,-1.5495000000000019,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015
